class_hex,class_pop,cluster_size,pairs_role_labeled,suffix_a,suffix_b,v_hex,sample_role_ids
0x00055841,7,5,0,BOX17,DEFAULTSHOOT,0x61040015,
0x00055841,7,5,0,ATKTODOWN,DIGITSROLL,0x082000ab,
0x00055841,7,5,0,BACKGLIDING,MIDDLE16,0x41000558,
0x00055841,7,5,0,BARMIDDLE,SLEEPRIGHT,0x0ab08200,
0x00055841,7,5,0,BONETODOWN,FROMLEFT0,0x84100055,
0x00055841,7,5,0,BOTTOMHURT,YESWALKED,0x61040015,
0x00055841,7,5,0,BEGIN03,BONUSFROMRIGHT,0x2ac20800,
0x00055841,7,5,0,BACKDROPTHROWING,START18,0x05584100,
0x00055841,7,5,0,BANNERINTRO,STOMACHOUTER,0x000ab082,
0x00055841,7,5,0,BEGININNER,STAGESLAMMING,0x10005584,
0x00055841,7,5,0,BACKBUTTONEAST,ROLLINGBACK,0xb082000a,
0x00055841,7,5,0,BLANKSTOMP,DUCKINGFROMLEFT,0x10005584,
0x00055841,7,5,0,BODYBACKWARD,OPENINGFROMLEFT,0x00156104,
0x001a43c1,9,5,0,BAR21,WALK14,0x21e0800d,
0x001a43c1,9,5,0,BONE,HOCKTOP,0x87820034,
0x001a43c1,9,5,0,BURST,OKWAKE,0x34878200,
0x001a43c1,9,5,0,EARS06,NUM26,0x20034878,
0x001a43c1,9,5,0,EARSEAST,NO0,0x20034878,
0x001a43c1,9,5,0,BACK05,NOSTART,0x20034878,
0x001a43c1,9,5,0,DONE3,ENTERTOP,0x400690f0,
0x001a43c1,9,5,0,ABOVE1,BLOWING20,0x0400690f,
0x001a43c1,9,5,0,ABOVE10,BLOWING8,0x0400690f,
0x001a43c1,9,5,0,ABOVE16,BLOWING2,0x0400690f,
0x001a43c1,9,5,0,ARM26,SAVEEATING,0x00348782,
0x001a43c1,9,5,0,ARMS9,FONTFIRING,0x21e0800d,
0x001a43c1,9,5,0,ATK15,TODOWNWAKE,0x48782003,
0x001a43c1,9,5,0,CHEST21,EXTRAS29,0x20034878,
0x001a43c1,9,5,0,CHEST29,EXTRAS21,0x20034878,
0x001a43c1,9,5,0,CHEST30,EXTRAS38,0x20034878,
0x001a43c1,9,5,0,CHEST38,EXTRAS30,0x20034878,
0x001a43c1,9,5,0,DUCK01,YELLING36,0xf0400690,
0x001a43c1,9,5,0,EARLEFT,OKFIRING,0x0f040069,
0x001a43c1,9,5,0,EARSEAST,THROW21,0x20034878,
0x001a43c1,9,5,0,EATING0,YESFIRED,0x0f040069,
0x001a43c1,9,5,0,ENTERUP,QUITFIRE,0x400690f0,
0x001a43c1,9,5,0,ARROWFALL,JUMPED17,0xd21e0800,
0x001a43c1,9,5,0,BARFALLING,FLYINGU,0x78200348,
0x001a43c1,9,5,0,CHEER39,SPITTING27,0xa43c1001,
0x001a43c1,9,5,0,DANCELEFT,LANDED20,0x800d21e0,
0x001a43c1,9,5,0,DEMOSTEP,LETTERS08,0x43c1001a,
0x001a43c1,9,5,0,DIGITALSLAM,TAUNT5,0x01a43c10,
0x001a43c1,9,5,0,DUCKLEFT,LEVELSTEP,0xd21e0800,
0x001a43c1,9,5,0,EASTLOSE,SLAPSOUTH,0x800d21e0,
0x001a43c1,9,5,0,BELOWSPITTING,DUCK14,0x03487820,
0x001a43c1,9,5,0,CANCEL36,CROUCHNORTH,0x1e0800d2,
0x001a43c1,9,5,0,CANCELTAUNT,HORNEAST,0x78200348,
0x001a43c1,9,5,0,CENTER11,HEALTHTAUNT,0x0400690f,
0x001a43c1,9,5,0,DEMOSTEP,LETTERBELOW,0x43c1001a,
0x001a43c1,9,5,0,EXTRASFIRING,PAUSE14,0x43c1001a,
0x001a43c1,9,5,0,BACKBUTTONWALK,OUCHTOP,0x800d21e0,
0x001a43c1,9,5,0,BORDERD,CONTINUEFIRING,0x400690f0,
0x001a43c1,9,5,0,CLOSE20,NUMBERSLANDING,0x1a43c100,
0x001a43c1,9,5,0,CROUCHOUTER,MARKERWAVE,0x0400690f,
0x00249009,6,5,0,A,RUN30,0x40240092,
0x00249009,6,5,0,04,DONE13,0x00492012,
0x00249009,6,5,0,1,FRONT33,0x09240240,
0x00249009,6,5,0,11,BONUSD,0x80124804,
0x00249009,6,5,0,14,BEGIN9,0x00924024,
0x00249009,6,5,0,17,BEGIN6,0x00924024,
0x00249009,6,5,0,17,BEGINL,0x00924024,
0x00249009,6,5,0,1,BONUSOUCH,0x80124804,
0x00249009,6,5,0,33,FOOTLEFT,0x01248048,
0x00249009,6,5,0,ARM18,DOWN2,0x01200492,
0x00249009,6,5,0,ARM9,RANK38,0x00249009,
0x00249009,6,5,0,ARMS11,NO08,0x24024009,
0x00249009,6,5,0,ARMS7,RUN30,0x40240092,
0x00249009,6,5,0,ARMU,DOWN21,0x01200492,
0x00249009,6,5,0,ATK16,DOWN2,0x01200492,
0x00249009,6,5,0,ATK35,FONT4,0x00900249,
0x00249009,6,5,0,ATK4,OUCH32,0x01200492,
0x00249009,6,5,0,ATKC,FIRE00,0x00249009,
0x00249009,6,5,0,BACK03,BOX5,0x00900249,
0x00249009,6,5,0,24,THROWING16,0x12004920,
0x00249009,6,5,0,ARM4,RANKINGE,0x00249009,
0x00249009,6,5,0,ARMSE,NODYING,0x24024009,
0x00249009,6,5,0,BACK03,TITLE1,0x00900249,
0x00249009,6,5,0,BACK08,TOOTHD,0x00924024,
0x00249009,6,5,0,BACK9,TITLE18,0x00900249,
0x00249009,6,5,0,BACKA,TOOTH38,0x00924024,
0x00249009,6,5,0,ARM7,SLAPTOLEFT,0x40092402,
0x00249009,6,5,0,ARMS1,RUNNING02,0x00249009,
0x00249009,6,5,0,ARMS17,RUNNING8,0x00249009,
0x00249009,6,5,0,ATTACK32,OUCH00,0x09002490,
0x00249009,6,5,0,ATTACKR,FIREFRONT,0x49201200,
0x00249009,6,5,0,BACK35,SPINNING04,0x80480124,
0x00249009,6,5,0,BACKBEGIN,EATINGB,0x80480124,
0x00249009,6,5,0,BACKFIRE,RVICTORY,0x00900249,
0x00249009,6,5,0,ARROWRUNNING,RANK20,0x24804801,
0x00249009,6,5,0,ATTACK33,EASTWAVING,0x09240240,
0x00249009,6,5,0,BACK29,BACKBUTTON09,0x92012004,
0x00249009,6,5,0,ARROWDAMAGE,OUTSIDE13,0x40092402,
0x00249009,6,5,0,BACKDROP02,BARROLLING,0x00924024,
0x00249009,6,5,0,BACKBUTTONTURN,BANNER04,0x00492012,
0x00288255,8,5,0,BGB,PRESS30,0x14412a80,
0x00288255,8,5,0,DDONE,EAST0,0x02882550,
0x00288255,8,5,0,ARMSABOVE,R09,0x095400a2,
0x00288255,8,5,0,BAR16,TOPDONE,0x12a80144,
0x00288255,8,5,0,BEGINU,KICK19,0x05104aa0,
0x00288255,8,5,0,BLANK14,LAND8,0xaa005104,
0x00288255,8,5,0,BORDER0,SPIT7,0x400a2095,
0x00288255,8,5,0,BORDER03,SPIT,0x400a2095,
0x00288255,8,5,0,BORDER9,SPITD,0x400a2095,
0x00288255,8,5,0,DEAD13,HANDS5,0x4aa00510,
0x00288255,8,5,0,DEAD5,HANDS13,0x4aa00510,
0x00288255,8,5,0,DEMO10,OUCH35,0x014412a8,
0x00288255,8,5,0,BANNER23,SLAM37,0x400a2095,
0x00288255,8,5,0,BELLY09,PANEL22,0x400a2095,
0x00288255,8,5,0,BELLY27,PANEL20,0x400a2095,
0x00288255,8,5,0,BELOWIDLE,RUN16,0x12a80144,
0x00288255,8,5,0,BROWWEST,LEVEL4,0x25500288,
0x00288255,8,5,0,CHARLAND,POOPUP,0xa2095400,
0x00288255,8,5,0,ARMS20,TAILMIDDLE,0x4aa00510,
0x00288255,8,5,0,ARMS37,TOLEFTSLAP,0x5400a209,
0x00288255,8,5,0,BACKOPEN,DEFAULT8,0x00288255,
0x00288255,8,5,0,BELOWCLOSE,FACE07,0x12a80144,
0x00288255,8,5,0,BGBELOW,ERASEFACE,0x95400a20,
0x00288255,8,5,0,BLANKTOP,OPTIONS1,0xaa005104,
0x00288255,8,5,0,BORDER0,SLAMMED38,0x400a2095,
0x00288255,8,5,0,CENTEROPEN,STAGE6,0x005104aa,
0x00288255,8,5,0,CENTEROPEN,STAGEL,0x005104aa,
0x00288255,8,5,0,CONTINUE3,ERASE23,0x2095400a,
0x00288255,8,5,0,DEAD35,SLEEPING09,0xa2095400,
0x00288255,8,5,0,ARROW28,CHEERTOLEFT,0x005104aa,
0x00288255,8,5,0,BACKDROPA,STOMACH30,0x412a8014,
0x00288255,8,5,0,BELOW0,WORLDVICTORY,0x02882550,
0x00288255,8,5,0,BOXSCREAM,PRESSREST,0x14412a80,
0x00288255,8,5,0,CLIMB38,FROMRIGHT10,0x82550028,
0x00288255,8,5,0,BONUSWALK,DANCINGLEFT,0x400a2095,
0x00288255,8,5,0,BORDER02,STOMACHFRONT,0x412a8014,
0x00288255,8,5,0,CONTINUEEATING,NECK33,0x8014412a,
0x00288255,8,5,0,CONTINUETOLEFT,NODRAW,0x8014412a,
0x00288255,8,5,0,DEFAULTDYING,DUCKINGB,0x50028825,
0x00288255,8,5,0,ARMTORIGHT,BACKDROPPOOP,0x400a2095,
0x002a0c21,7,5,0,7,TOUP02,0x01506108,
0x002a0c21,7,5,0,3,ARMSTOUP,0x08400a83,
0x002a0c21,7,5,0,ALT,TOUP02,0x01506108,
0x002a0c21,7,5,0,ATK38,UFLOAT,0x08400a83,
0x002a0c21,7,5,0,BG,BONUSREST,0xc21002a0,
0x002a0c21,7,5,0,BLANK14,PINK,0x20054184,
0x002a0c21,7,5,0,BLOWSIDE,R19,0x20054184,
0x002a0c21,7,5,0,BODY37,BOX04,0x02a0c210,
0x002a0c21,7,5,0,CHAR01,NEW30,0x42005418,
0x002a0c21,7,5,0,ATTACK33,BAR28,0x21002a0c,
0x002a0c21,7,5,0,ATTACK34,BAR27,0x21002a0c,
0x002a0c21,7,5,0,BEGIN22,LOSE24,0x00a83084,
0x002a0c21,7,5,0,BONE00,TITLE13,0x80150610,
0x002a0c21,7,5,0,BONE02,TITLE11,0x80150610,
0x002a0c21,7,5,0,BONUSREST,BOX2,0xc21002a0,
0x002a0c21,7,5,0,BONUSREST,BURN,0xc21002a0,
0x002a0c21,7,5,0,BROW26,HEALTHB,0x01506108,
0x002a0c21,7,5,0,CENTERA,WEST34,0x10801506,
0x002a0c21,7,5,0,CHAR09,NEWFIRE,0x42005418,
0x002a0c21,7,5,0,BACKE,EATINGREAR,0x05418420,
0x002a0c21,7,5,0,BELLY30,WAITREAR,0x00a83084,
0x002a0c21,7,5,0,BOXATK,REARSTOMP,0x41842005,
0x002a0c21,7,5,0,CENTERSPIT,NAIL0,0x01506108,
0x002a0c21,7,5,0,ARMS22,BELLYCENTER,0x8308400a,
0x002a0c21,7,5,0,ARMSTOUP,INSIDEWIN,0x08400a83,
0x002a0c21,7,5,0,ATTACK2,HORNCENTER,0x84200541,
0x002a0c21,7,5,0,BACKBLOWING,DANCED,0x18420054,
0x002a0c21,7,5,0,BONE24,WALKEDINNER,0xa0c21002,
0x002a0c21,7,5,0,BONUS39,DIGITSDEAD,0x20054184,
0x002a0c21,7,5,0,BOX32,SOUTHFALLING,0x0a830840,
0x002a0c21,7,5,0,BUBBLE,PAUSEDINNER,0x0a830840,
0x002a0c21,7,5,0,CANCELSPIT,TOLEFT3,0x02a0c210,
0x002a0c21,7,5,0,BOTTOMSHOOTING,NEW09,0x002a0c21,
0x002a0c21,7,5,0,BOXOUTER,QUITGAMEDIE,0x21002a0c,
0x002a0c21,7,5,0,CENTERENTER,FIRING30,0x01506108,
0x002a0c21,7,5,0,BEGINOUTER,NUMBERSTURN,0x308400a8,
0x002a0c21,7,5,0,BLANKDUCKING,RANKFLOAT,0x61080150,
0x002a0c21,7,5,0,BLOWMIDDLE,CHARYELLING,0x10801506,
0x002a0c21,7,5,0,BACKGLIDING,OUTSIDEINTRO,0x21002a0c,
0x002a0c21,7,5,0,BOTTOMGLIDING,DOWNSWIMMING,0x42005418,
0x00421c41,7,5,0,31,UPEAT,0x80210e20,
0x00421c41,7,5,0,1UP,LOGO00,0x38820084,
0x00421c41,7,5,0,BG18,NUM26,0x4100421c,
0x00421c41,7,5,0,BGD,MAPEAT,0x4100421c,
0x00421c41,7,5,0,ARM28,STEP00,0x10401087,
0x00421c41,7,5,0,ARM37,STEP01,0x10401087,
0x00421c41,7,5,0,ARMS11,FEETA,0x04010871,
0x00421c41,7,5,0,ATK19,BGSPIT,0x10401087,
0x00421c41,7,5,0,BGEAT,WALK21,0x4100421c,
0x00421c41,7,5,0,CHESTU,FLY05,0x10871040,
0x00421c41,7,5,0,CHESTUP,FLY0,0x10871040,
0x00421c41,7,5,0,ABOVE13,KICK31,0x2080210e,
0x00421c41,7,5,0,BEGIN6,THROW14,0x38820084,
0x00421c41,7,5,0,BEGINL,THROW14,0x38820084,
0x00421c41,7,5,0,BLANKFACE,COOL,0x2080210e,
0x00421c41,7,5,0,BOX09,MAPDANCE,0x0210e208,
0x00421c41,7,5,0,BROW21,START03,0x20084388,
0x00421c41,7,5,0,CLIMB2,OUTRO02,0x82008438,
0x00421c41,7,5,0,ATTACK18,ERASE14,0x80210e20,
0x00421c41,7,5,0,ATTACK36,ERASE12,0x80210e20,
0x00421c41,7,5,0,BACKFLOAT,STEP08,0x10871040,
0x00421c41,7,5,0,BEGIN14,ENDINNER,0x10401087,
0x00421c41,7,5,0,BELOWSTEP,OKROLL,0x0e208021,
0x00421c41,7,5,0,BGSLAM,FLOATLEFT,0x100421c4,
0x00421c41,7,5,0,BLANK05,WESTYELL,0x2080210e,
0x00421c41,7,5,0,BONEU,TITLEABOVE,0x82008438,
0x00421c41,7,5,0,BOX10,WAITTODOWN,0x10e20802,
0x00421c41,7,5,0,CANCELDEAD,TOOTH,0x0421c410,
0x00421c41,7,5,0,BARD,CANCELJUMPING,0x04010871,
0x00421c41,7,5,0,BEGINABOVE,THROW32,0x100421c4,
0x00421c41,7,5,0,BORDERBACK,CLOSE02,0x10401087,
0x00421c41,7,5,0,ARROWYELLING,TOPPULL,0x80210e20,
0x00421c41,7,5,0,BACKBUTTONOPEN,NUM28,0x01087104,
0x00421c41,7,5,0,BANNERLOSE,FALLING32,0x20084388,
0x00421c41,7,5,0,BARYELLING,TOPSCREAM,0x88200843,
0x00421c41,7,5,0,BLANKFRONT,BOTTOMEAT,0x0e208021,
0x00421c41,7,5,0,BLOWTOLEFT,HANDSEAST,0x20084388,
0x00421c41,7,5,0,BROW20,MAINMENUSLEEP,0x421c4100,
0x00421c41,7,5,0,ABOVEDAMAGE,BANNERFLEW,0x10401087,
0x00421c41,7,5,0,ABOVEFLOATING,OKDAMAGE,0x421c4100,
0x03061893,10,5,0,BG06,WAKE28,0x4981830c,
0x03061893,10,5,0,BG09,WAKE25,0x4981830c,
0x03061893,10,5,0,BG15,WAKE19,0x4981830c,
0x03061893,10,5,0,BG18,WAKE16,0x4981830c,
0x03061893,10,5,0,BGRUN,WAKE1,0x4981830c,
0x03061893,10,5,0,FORWARD,REARC,0xc18624c0,
0x03061893,10,5,0,LAND18,STEP04,0x981830c4,
0x03061893,10,5,0,LEVEL1,REST21,0xc18624c0,
0x03061893,10,5,0,LEVEL11,REST9,0xc18624c0,
0x03061893,10,5,0,LEVEL18,REST2,0xc18624c0,
0x03061893,10,5,0,POOP24,TEXT25,0xc3126060,
0x03061893,10,5,0,BEARD3,RANKROLL,0x060c3126,
0x03061893,10,5,0,BGSTAND,OUTRO37,0x93030618,
0x03061893,10,5,0,BOX34,CURSORWIN,0x3126060c,
0x03061893,10,5,0,DAMAGEUP,DSTART,0xc4981830,
0x03061893,10,5,0,FIRED05,STAND04,0x0c498183,
0x03061893,10,5,0,HIP28,TURNBELOW,0x18930306,
0x03061893,10,5,0,BG18,INNERSLAMMED,0xc0c18624,
0x03061893,10,5,0,LANDFRONT,WINGS04,0x89303061,
0x03061893,10,5,0,METER03,WALKING30,0x30c49818,
0x03061893,10,5,0,BACK18,SLEEPINGSIDE,0x93030618,
0x03061893,10,5,0,BODYTORIGHT,GLYPH04,0x1830c498,
0x03061893,10,5,0,CHEER17,OUTSIDESLAM,0x1830c498,
0x03061893,10,5,0,BROW5,RANKINGBACKWARD,0x0c312606,
0x03061893,10,5,0,DANCEBACKWARD,METER04,0x4c0c1862,
0x03061893,10,5,0,DEATHOUTER,WORLDSTAND,0x4981830c,
0x03061893,10,5,0,FACESTART,LOGOYELLING,0x60c31260,
0x03061893,10,5,0,FRAMESTOMP,RANFORWARD,0x830c4981,
0x03061893,10,5,0,FROMLEFTE,SIDEFALLING,0x981830c4,
0x03061893,10,5,0,FROMLEFTSTAND,STAMP30,0x830c4981,
0x03061893,10,5,0,BANNERBELOW,EXTRASBELOW,0xc0c18624,
0x03061893,10,5,0,BLANKBOUNCING,INNERBLOW,0xc0c18624,
0x03061893,10,5,0,BOXTAUNT,RANKINGBLOWING,0x3126060c,
0x03061893,10,5,0,EMPTYSCREAM,LIMBFORWARD,0x30c49818,
0x03061893,10,5,0,JUMPING00,OPTIONSEATING,0x26060c31,
0x03061893,10,5,0,PANELTHROW,VICTORYABOVE,0x61893030,
0x03061893,10,5,0,RANFORWARD,THROWINGFACE,0x830c4981,
0x03061893,10,5,0,LETTERSLAMMED,PARTSTOLEFT,0x61893030,
0x05a6854f,14,5,0,BOX32,LOADOUTSIDE,0x3c169a15,
0x05a6854f,14,5,0,DIGITALHIT,LOGOPULL,0x6854f05a,
0x05a6854f,14,5,0,DONE06,SLAMBACKWARD,0xc169a153,
0x05a6854f,14,5,0,ATTACKINGBACKWARD,USPIT,0xd342a782,
0x05a6854f,14,5,0,CANCEL38,TODOWNSPINNING,0x6854f05a,
0x05a6854f,14,5,0,LOADGAME20,OUTSIDETAUNT,0x3c169a15,
0x05a6854f,14,5,0,RANKINGDYING,THROWBELOW,0x782d342a,
0x05a6854f,14,5,0,GLYPHFLOAT,LOADGAMESPINNING,0x2a782d34,
