class_hex,class_pop,cluster_size,pairs_role_labeled,suffix_a,suffix_b,v_hex,sample_role_ids
0x00283063,8,20,5,ARM00,UP2,0x00283063,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,ARM01,UP1,0x00283063,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,ATK01,EGG,0x00283063,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BG25,HUD8,0x30028306,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BOX07,HUD,0x30028306,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,ATK6,EAST00,0x00283063,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,ATKEAST,L10,0x00283063,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,ATKL,EAST00,0x00283063,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BELOWB,FLYA,0x0a0c18c0,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BG06,WEST25,0x18c00a0c,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BGR,NOERASE,0x28306300,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,1970S,SOUTH26,0x18c00a0c,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BAREAT,CENTER,0x0c600506,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BOX00,HUDTURN,0x30028306,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BOX24,NOERASE,0x28306300,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BOXFALL,HUD12,0x30028306,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BROW20,STEP14,0x14183180,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BROW34,STEP00,0x14183180,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,ABOVE00,SLIDE15,0x83063002,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BELOW33,LOGOATK,0x0a0c18c0,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BONUS09,SLIDE32,0x14183180,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BOX23,HORNSLEFT,0x0c600506,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BOX25,FIRESOUTH,0x30028306,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,CENTER24,DOWN39,0x01418318,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BACKSWIM,TODOWN07,0x005060c6,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BELOW11,MAINMENU2,0x060c6005,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BELOW3,MAINMENU01,0x060c6005,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BELOW9,FROMLEFT00,0x83180141,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BELOWSLAM,FRAME13,0x0a0c18c0,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BONEFORWARD,SKINR,0xc00a0c18,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BORDER3,CLOCKPLAT,0x30028306,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BACK21,SLAMMEDNORTH,0x060c6005,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BANNERTOP,VICTORY07,0x02830630,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BLOWING14,SLAMMED23,0x060c6005,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BOXFRONT,FIREDBELOW,0x6005060c,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BACKCROUCH,DIGITALFLY,0x6005060c,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BACKDROP25,CLOSEABOVE,0x00a0c18c,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BELOWFLOATING,FRAME27,0x8c00a0c1,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,ARROW,CONTINUEATTACKING,0x0c18c00a,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00283063,8,20,5,BACKDROPCLOSE,LEVELSPIT,0x18c00a0c,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x007850a5,10,17,6,BOX17,RROLL,0xa00f0a14,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,FALL06,OUTER1,0xa14a00f0,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,FALLR,OUTER19,0xa14a00f0,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,FIRE13,TORSO9,0x00f0a14a,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,HOCKA,TEETH01,0x429401e1,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,HOCKB,TEETH00,0x429401e1,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,IDLE7,INNER13,0x52803c28,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,IDLE8,INNER12,0x52803c28,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,INTRO31,POOP8,0xf0a14a00,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,OKSTEP,TORSOC,0x00f0a14a,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,BANNER30,TURN08,0x2852803c,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,CENTERPUSH,WORM,0x03c28528,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,FALLING11,HIT07,0xa14a00f0,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,FALLING12,HIT16,0xa14a00f0,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,FALLING13,HIT25,0xa14a00f0,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,FALLING14,HIT34,0xa14a00f0,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,POOP7,WINDOWATK,0xc2852803,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,PULL29,RROLLING,0xa00f0a14,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,BARSLAMMING,WAITA,0x00f0a14a,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,BONUSLAND,OUTER19,0xa14a00f0,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,DAMAGE02,FLYABOVE,0xa5007850,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,FRONTWAKE,SLIDE30,0x852803c2,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,HOCKINNER,UPDEATH,0x14a00f0a,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,HORNCENTER,SKIN39,0x852803c2,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,LEFT11,SLEEPING09,0xa00f0a14,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,NOSE24,OUTERSTART,0x01e14294,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,NUMEND,OUTERSTART,0x01e14294,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,QUIT19,WORLDTHROW,0x03c28528,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,REARHIT,TEXTCLOSE,0x03c28528,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,RSTOMP,WORLDABOVE,0x07850a50,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,BEGIN14,NEWSWIMMING,0x007850a5,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,CANCELTOP,INNERBLOW,0x50a50078,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,END38,LOADGAMENORTH,0x3c285280,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,FORWARD31,OUTEROUCH,0xa14a00f0,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,OKWIN,RANKINGFLYING,0x5007850a,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,FALLENLEFT,QUITLANDED,0xa00f0a14,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,MARKERSTAMP,SWIMMING7,0x01e14294,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,RANKINGSTOMP,TORIGHTB,0x401e1429,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,BONUSSLAMMED,SELECTDEAD,0x850a5007,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x007850a5,10,17,6,BOTTOMSLAMMED,YELLABOVE,0x03c28528,0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation | 0x4baf8200=Shriney Guard boss yelling animation
0x00d89129,10,14,5,END36,TOE11,0x00d89129,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,RROLL,UROLL,0x806c4894,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,BELLY8,BGROLL,0x894806c4,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,FOOT17,STEP17,0x912900d8,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,LOSE17,NOROLL,0x6c489480,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,NOROLL,ROLL18,0x6244a403,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,POOPU,SOUTH11,0xc4894806,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,BODY2,LEVELROLL,0x036244a4,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,DEATHNORTH,DIE9,0x4036244a,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,DEMOOPEN,SPIT21,0x00d89129,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,MAPSPIT,TOOTH13,0x4036244a,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,MENTAL,TIMEFACE,0x6244a403,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,SHOOT03,TEXTTOP,0x1b122520,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,ARMS36,DUCKMIDDLE,0x225201b1,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,ARROWATK,CENTER37,0x00d89129,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,BARCROUCH,STOMP06,0x036244a4,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,EARS26,FOOTMIDDLE,0x806c4894,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,FRAMEFIRE,HUDTOUP,0x25201b12,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,FRONT36,RIGHTWAIT,0x894806c4,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,KICK14,PULLTOLEFT,0x201b1225,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,QUIT9,TITLECROUCH,0x4894806c,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,BACKWARD5,STANDINGB,0x894806c4,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,BELLYRIGHT,BODYLEFT,0x036244a4,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,BOTTOMSPIT,NEWINTRO,0x036244a4,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,DEMOCROUCH,FONTLAND,0x44a40362,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,DIEBACK,FALLENRIGHT,0x912900d8,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,DIERIGHT,FALLENBACK,0x912900d8,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,FACEKICK,MAINMENUDONE,0x4806c489,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,FROMRIGHT27,TOUPCLOSE,0x06c48948,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,FRONTDANCE,NUMBERDEAD,0x912900d8,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,FRONTDEAD,NUMBERDANCE,0x912900d8,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,PAUSETURNING,TORIGHT3,0x4036244a,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,ATTACKEAST,CONTINUEDONE,0x4036244a,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x00d89129,10,14,5,LEVELSTAMP,TEXTSPINNING,0x225201b1,0x4baf8200=Shriney Guard boss yelling animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4aee0118=Shriney Guard boss slamming down animation
0x01991231,10,12,3,BGD,LETTER7,0x62033224,0x4aee0118=Shriney Guard boss slamming down animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4baf8200=Shriney Guard boss yelling animation
0x01991231,10,12,3,BOX17,LROLL,0x62033224,0x4aee0118=Shriney Guard boss slamming down animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4baf8200=Shriney Guard boss yelling animation
0x01991231,10,12,3,DROLL,ROLL1,0x22462033,0x4aee0118=Shriney Guard boss slamming down animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4baf8200=Shriney Guard boss yelling animation
0x01991231,10,12,3,IDLE8,PULLE,0x62033224,0x4aee0118=Shriney Guard boss slamming down animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4baf8200=Shriney Guard boss yelling animation
0x01991231,10,12,3,IDLED,PULL9,0x62033224,0x4aee0118=Shriney Guard boss slamming down animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4baf8200=Shriney Guard boss yelling animation
0x01991231,10,12,3,ATTACK8,TEXTD,0x03322462,0x4aee0118=Shriney Guard boss slamming down animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4baf8200=Shriney Guard boss yelling animation
0x01991231,10,12,3,BEAM,FLYNORTH,0x066448c4,0x4aee0118=Shriney Guard boss slamming down animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4baf8200=Shriney Guard boss yelling animation
0x01991231,10,12,3,BLOW01,SAVE12,0x6448c406,0x4aee0118=Shriney Guard boss slamming down animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4baf8200=Shriney Guard boss yelling animation
0x01991231,10,12,3,BODY36,REST39,0x4066448c,0x4aee0118=Shriney Guard boss slamming down animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4baf8200=Shriney Guard boss yelling animation
0x01991231,10,12,3,DUCK31,TORSO3,0x12310199,0x4aee0118=Shriney Guard boss slamming down animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4baf8200=Shriney Guard boss yelling animation
0x01991231,10,12,3,FACE31,WEST22,0x91880cc8,0x4aee0118=Shriney Guard boss slamming down animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4baf8200=Shriney Guard boss yelling animation
0x01991231,10,12,3,LETTER06,MIST,0x62033224,0x4aee0118=Shriney Guard boss slamming down animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4baf8200=Shriney Guard boss yelling animation
0x01991231,10,12,3,BACKDROP23,REST,0x4066448c,0x4aee0118=Shriney Guard boss slamming down animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4baf8200=Shriney Guard boss yelling animation
0x01991231,10,12,3,BACKDROP6,NEW35,0x4066448c,0x4aee0118=Shriney Guard boss slamming down animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4baf8200=Shriney Guard boss yelling animation
0x01991231,10,12,3,BACKDROP7,NEW26,0x4066448c,0x4aee0118=Shriney Guard boss slamming down animation | 0x4a3ea110=Menu door opens to reveal monkey animation | 0x4baf8200=Shriney Guard boss yelling animation
