id_hex,tokenA,tokenB,full,score,visual_label
0x28a0c119,ALECS,MADAFU,ALECSMADAFU,0,
0x28a0c119,ALECS,RAFT,ALECSRAFT,0,
0x28a0c119,ALENU,ENSEAT,ALENUENSEAT,0,
0x28a0c119,ALFUR,AWAN,ALFURAWAN,0,
0x28a0c119,ALIDA,MEIKLE,ALIDAMEIKLE,0,
0x28a0c119,ALMA,REVET,ALMAREVET,0,
0x28a0c119,ALMA,WOG,ALMAWOG,0,
0x28a0c119,AMIDS,DECNET,AMIDSDECNET,0,
0x28a0c119,ANCHAT,YET,ANCHATYET,0,
0x28a0c119,ANCON,KAME,ANCONKAME,0,
0x28a0c119,ANCONY,ADMAN,ANCONYADMAN,0,
0x28a0c119,APAID,RIGGER,APAIDRIGGER,0,
0x28a0c119,APERY,PAHARI,APERYPAHARI,0,
0x28a0c119,APPLED,DAMIE,APPLEDDAMIE,0,
0x28a0c119,APPLED,DAVER,APPLEDDAVER,0,
0x28a0c119,APPLE,HAMI,APPLEHAMI,0,
0x28a0c119,APPLE,IVIN,APPLEIVIN,0,
0x28a0c119,APPLES,CITUA,APPLESCITUA,0,
0x28a0c119,ASTRAY,YEO,ASTRAYYEO,0,
0x28a0c119,AUDAD,SOURER,AUDADSOURER,0,
0x28a0c119,AUREI,DARTLE,AUREIDARTLE,0,
0x28a0c119,AURYL,EDDA,AURYLEDDA,0,
0x28a0c119,AYU,COGENT,AYUCOGENT,0,
0x28a0c119,BATLER,AREEK,BATLERAREEK,0,
0x28a0c119,BEAR,SEIGE,BEARSEIGE,0,
0x28a0c119,BIGHA,MEATIC,BIGHAMEATIC,0,
0x28a0c119,BOISE,POWS,BOISEPOWS,0,
0x28a0c119,BOUGET,THYMI,BOUGETTHYMI,0,
0x28a0c119,BPT,THYMEY,BPTTHYMEY,0,
0x28a0c119,BRASEN,YAMPH,BRASENYAMPH,0,
0x28a0c119,BROWNS,REPRO,BROWNSREPRO,0,
0x28a0c119,BYRRI,RESP,BYRRIRESP,0,
0x28a0c119,CADDOW,ZAMIA,CADDOWZAMIA,0,
0x28a0c119,CADEE,HAHA,CADEEHAHA,0,
0x28a0c119,CAD,SHOHJI,CADSHOHJI,0,
0x28a0c119,CADS,HORIM,CADSHORIM,0,
0x28a0c119,CANHAM,EVA,CANHAMEVA,0,
0x28a0c119,CANHAM,PUKKA,CANHAMPUKKA,0,
0x28a0c119,CANHAM,WEIRD,CANHAMWEIRD,0,
0x28a0c119,CARMEN,DARER,CARMENDARER,0,
0x28a0c119,CAUTER,VIVOS,CAUTERVIVOS,0,
0x28a0c119,CAVA,HORDE,CAVAHORDE,0,
0x28a0c119,CAVA,WRIVE,CAVAWRIVE,0,
0x28a0c119,CAVIA,BLIMEY,CAVIABLIMEY,0,
0x28a0c119,CAVIA,MAIMED,CAVIAMAIMED,0,
0x28a0c119,CAVIES,EMEND,CAVIESEMEND,0,
0x28a0c119,CEDAR,MNIOID,CEDARMNIOID,0,
0x28a0c119,CERA,REQ,CERAREQ,0,
0x28a0c119,CERES,HARMED,CERESHARMED,0,
0x28a0c119,CERIDE,FILEA,CERIDEFILEA,0,
0x28a0c119,CERION,DINED,CERIONDINED,0,
0x28a0c119,CERIPH,REA,CERIPHREA,0,
0x28a0c119,CERISE,DWINE,CERISEDWINE,0,
0x28a0c119,CERISE,RED,CERISERED,0,
0x28a0c119,CERITE,VEDRO,CERITEVEDRO,0,
0x28a0c119,CERN,SHOVE,CERNSHOVE,0,
0x28a0c119,CESTUI,ERVIL,CESTUIERVIL,0,
0x28a0c119,COD,DIENER,CODDIENER,0,
0x28a0c119,COD,DISEME,CODDISEME,0,
0x28a0c119,CODED,IRISIN,CODEDIRISIN,0,
0x28a0c119,CODE,RIMER,CODERIMER,0,
0x28a0c119,CODER,MIEN,CODERMIEN,0,
0x28a0c119,CODER,RINDED,CODERRINDED,0,
0x28a0c119,CODER,VEND,CODERVEND,0,
0x28a0c119,CODER,VERISM,CODERVERISM,0,
0x28a0c119,COD,REMISE,CODREMISE,0,
0x28a0c119,COD,WIRRAH,CODWIRRAH,0,
0x28a0c119,COEVAL,TILES,COEVALTILES,0,
0x28a0c119,COHEIR,ARMED,COHEIRARMED,0,
0x28a0c119,COHEN,MADDER,COHENMADDER,0,
0x28a0c119,COHORN,CAVED,COHORNCAVED,0,
0x28a0c119,COHORN,RHEEN,COHORNRHEEN,0,
0x28a0c119,COHORN,ZEE,COHORNZEE,0,
0x28a0c119,COIF,BEETY,COIFBEETY,0,
0x28a0c119,COIR,HEIRS,COIRHEIRS,0,
0x28a0c119,COIR,VER,COIRVER,0,
0x28a0c119,COLEEN,ECOID,COLEENECOID,0,
0x28a0c119,COLIAS,COMID,COLIASCOMID,0,
0x28a0c119,COLON,CADERE,COLONCADERE,0,
0x28a0c119,COLON,COVERS,COLONCOVERS,0,
0x28a0c119,COLON,HERD,COLONHERD,0,
0x28a0c119,COLON,LARDED,COLONLARDED,0,
0x28a0c119,COLONS,PEERT,COLONSPEERT,0,
0x28a0c119,COMDIA,MADID,COMDIAMADID,0,
0x28a0c119,COMD,WARRI,COMDWARRI,0,
0x28a0c119,COMIDA,MEDIO,COMIDAMEDIO,0,
0x28a0c119,COMMA,MADDED,COMMAMADDED,0,
0x28a0c119,COMMO,HINNER,COMMOHINNER,0,
0x28a0c119,CONC,WAMES,CONCWAMES,0,
0x28a0c119,COOLIE,FUMER,COOLIEFUMER,0,
0x28a0c119,CORVEE,IRISH,CORVEEIRISH,0,
0x28a0c119,CORVEE,WHEER,CORVEEWHEER,0,
0x28a0c119,CORV,JIVES,CORVJIVES,0,
0x28a0c119,COUTHE,DAMME,COUTHEDAMME,0,
0x28a0c119,COUTHE,EMM,COUTHEEMM,0,
0x28a0c119,COVE,MAH,COVEMAH,0,
0x28a0c119,COVE,MIX,COVEMIX,0,
0x28a0c119,COVEN,HERN,COVENHERN,0,
0x28a0c119,COVEN,SLIK,COVENSLIK,0,
0x28a0c119,COVENT,KIL,COVENTKIL,0,
0x28a0c119,COVENT,TWILT,COVENTTWILT,0,
0x28a0c119,COVERS,HADDO,COVERSHADDO,0,
0x28a0c119,COWMEN,DIDIE,COWMENDIDIE,0,
0x28a0c119,COWMEN,DIMER,COWMENDIMER,0,
0x28a0c119,COYOS,VESP,COYOSVESP,0,
0x28a0c119,CRESYL,TONES,CRESYLTONES,0,
0x28a0c119,CSW,EDDIES,CSWEDDIES,0,
0x28a0c119,CUBED,UPENDS,CUBEDUPENDS,0,
0x28a0c119,DACE,MAINS,DACEMAINS,0,
0x28a0c119,DALAR,ACEDIA,DALARACEDIA,0,
0x28a0c119,DAMME,AHMADI,DAMMEAHMADI,0,
0x28a0c119,DAUK,HERDS,DAUKHERDS,0,
0x28a0c119,DAU,SERACS,DAUSERACS,0,
0x28a0c119,DEICES,NIDAL,DEICESNIDAL,0,
0x28a0c119,DEICES,NIELS,DEICESNIELS,0,
0x28a0c119,DERIDE,ALOED,DERIDEALOED,0,
0x28a0c119,DERIDE,MOI,DERIDEMOI,0,
0x28a0c119,DERMA,DERV,DERMADERV,0,
0x28a0c119,DERMAD,MOIRE,DERMADMOIRE,0,
0x28a0c119,DERMAL,ONCES,DERMALONCES,0,
0x28a0c119,DER,MEMOIR,DERMEMOIR,0,
0x28a0c119,DERMIS,IDAHO,DERMISIDAHO,0,
0x28a0c119,DHOW,RHAMN,DHOWRHAMN,0,
0x28a0c119,DIAMIN,ISLAM,DIAMINISLAM,0,
0x28a0c119,DIAMIN,VEALS,DIAMINVEALS,0,
0x28a0c119,DIDIE,RAIDED,DIDIERAIDED,0,
0x28a0c119,DIDIES,IMINE,DIDIESIMINE,0,
0x28a0c119,DIDIES,VINEW,DIDIESVINEW,0,
0x28a0c119,DIDINE,DARIN,DIDINEDARIN,0,
0x28a0c119,DIEM,IRADE,DIEMIRADE,0,
0x28a0c119,DIER,MIAMI,DIERMIAMI,0,
0x28a0c119,DILOS,INGA,DILOSINGA,0,
0x28a0c119,DILOS,INURNS,DILOSINURNS,0,
0x28a0c119,DIMERA,IMINE,DIMERAIMINE,0,
0x28a0c119,DIMERA,VINEW,DIMERAVINEW,0,
0x28a0c119,DIME,SIDED,DIMESIDED,0,
0x28a0c119,DIMES,IDIOMS,DIMESIDIOMS,0,
0x28a0c119,DIMLY,GLIDED,DIMLYGLIDED,0,
0x28a0c119,DINIC,FEUARS,DINICFEUARS,0,
0x28a0c119,DINIC,KUAR,DINICKUAR,0,
0x28a0c119,DINMAN,COIRS,DINMANCOIRS,0,
0x28a0c119,DIRECT,LARES,DIRECTLARES,0,
0x28a0c119,DIR,SHADED,DIRSHADED,0,
0x28a0c119,DITTON,HAFTS,DITTONHAFTS,0,
0x28a0c119,DIVAN,HIES,DIVANHIES,0,
0x28a0c119,DIVERS,VANIR,DIVERSVANIR,0,
0x28a0c119,DIVORT,PRAHU,DIVORTPRAHU,0,
0x28a0c119,DOG,SEROUS,DOGSEROUS,0,
0x28a0c119,DOZER,OGAM,DOZEROGAM,0,
0x28a0c119,DRETCH,SINKY,DRETCHSINKY,0,
0x28a0c119,DUANE,NING,DUANENING,0,
0x28a0c119,DUPPA,SERDAR,DUPPASERDAR,0,
0x28a0c119,DWALE,MOIRES,DWALEMOIRES,0,
0x28a0c119,ECAD,MANIS,ECADMANIS,0,
0x28a0c119,ECBOLE,PARLY,ECBOLEPARLY,0,
0x28a0c119,ECO,CAREEN,ECOCAREEN,0,
0x28a0c119,EILA,MEADS,EILAMEADS,0,
0x28a0c119,ELIXIR,CATCH,ELIXIRCATCH,0,
0x28a0c119,ENSURE,SNURL,ENSURESNURL,0,
0x28a0c119,ENZYMS,BRAWS,ENZYMSBRAWS,0,
0x28a0c119,EUSOL,ARAMIS,EUSOLARAMIS,0,
0x28a0c119,EUSOL,SAIM,EUSOLSAIM,0,
0x28a0c119,EVINCE,SWAPS,EVINCESWAPS,0,
0x28a0c119,FAS,SETULA,FASSETULA,0,
0x28a0c119,FEBRIS,POLYS,FEBRISPOLYS,0,
0x28a0c119,FGN,DIREST,FGNDIREST,0,
0x28a0c119,FGN,HERIOT,FGNHERIOT,0,
0x28a0c119,FGN,HOTTIE,FGNHOTTIE,0,
0x28a0c119,FICHAT,JOEYS,FICHATJOEYS,0,
0x28a0c119,FICHU,WYNRIS,FICHUWYNRIS,0,
0x28a0c119,FICT,BEMAT,FICTBEMAT,0,
0x28a0c119,FICTIL,MEM,FICTILMEM,0,
0x28a0c119,FICTIL,MRS,FICTILMRS,0,
0x28a0c119,FICTIL,VINED,FICTILVINED,0,
0x28a0c119,FITLY,SHOTTS,FITLYSHOTTS,0,
0x28a0c119,FLAGS,FLISKY,FLAGSFLISKY,0,
0x28a0c119,FLAGS,FUSK,FLAGSFUSK,0,
0x28a0c119,FLAMS,GLUMES,FLAMSGLUMES,0,
0x28a0c119,FLED,MOOTS,FLEDMOOTS,0,
0x28a0c119,FLIRTY,GEB,FLIRTYGEB,0,
0x28a0c119,FLIRTY,GEUMS,FLIRTYGEUMS,0,
0x28a0c119,FLIRTY,NYE,FLIRTYNYE,0,
0x28a0c119,FLOAD,THYMYL,FLOADTHYMYL,0,
0x28a0c119,FLOGS,FETS,FLOGSFETS,0,
0x28a0c119,FLOURS,RIDGE,FLOURSRIDGE,0,
0x28a0c119,FLUFFS,MURAL,FLUFFSMURAL,0,
0x28a0c119,FLUFFS,TALAK,FLUFFSTALAK,0,
0x28a0c119,FLYBY,EONS,FLYBYEONS,0,
0x28a0c119,FLYBY,UPON,FLYBYUPON,0,
0x28a0c119,FOX,HELLIM,FOXHELLIM,0,
0x28a0c119,FUMADE,WHILK,FUMADEWHILK,0,
0x28a0c119,FUMED,ATTERN,FUMEDATTERN,0,
0x28a0c119,FUMED,ILKA,FUMEDILKA,0,
0x28a0c119,FUMER,DOTTED,FUMERDOTTED,0,
0x28a0c119,FUMER,RATTER,FUMERRATTER,0,
0x28a0c119,FUMERS,MGT,FUMERSMGT,0,
0x28a0c119,FURCA,INHAUL,FURCAINHAUL,0,
0x28a0c119,FURYL,ALTURE,FURYLALTURE,0,
0x28a0c119,FURY,LAURY,FURYLAURY,0,
0x28a0c119,FURYL,HAMS,FURYLHAMS,0,
0x28a0c119,FURYL,MIRE,FURYLMIRE,0,
0x28a0c119,FURYL,QERI,FURYLQERI,0,
0x28a0c119,GADAEA,GALLY,GADAEAGALLY,0,
0x28a0c119,GAEN,WUS,GAENWUS,0,
0x28a0c119,GAJ,HALF,GAJHALF,0,
0x28a0c119,GAJ,USAR,GAJUSAR,0,
0x28a0c119,GANDA,LOWE,GANDALOWE,0,
0x28a0c119,GAN,WEDELS,GANWEDELS,0,
0x28a0c119,GARA,LOWED,GARALOWED,0,
0x28a0c119,GARAWI,LTR,GARAWILTR,0,
0x28a0c119,GARDON,HOLED,GARDONHOLED,0,
0x28a0c119,GARGLE,IFF,GARGLEIFF,0,
0x28a0c119,GARGLE,OFT,GARGLEOFT,0,
0x28a0c119,GARSE,HALS,GARSEHALS,0,
0x28a0c119,GASSY,FALX,GASSYFALX,0,
0x28a0c119,GAZES,SADIST,GAZESSADIST,0,
0x28a0c119,GEARS,MISLEN,GEARSMISLEN,0,
0x28a0c119,GEMARA,EUROS,GEMARAEUROS,0,
0x28a0c119,GENRO,COELIA,GENROCOELIA,0,
0x28a0c119,GOLES,NEEDLY,GOLESNEEDLY,0,
0x28a0c119,GORER,HODADS,GORERHODADS,0,
0x28a0c119,GORER,SHEWEL,GORERSHEWEL,0,
0x28a0c119,GORRA,LOWE,GORRALOWE,0,
0x28a0c119,GRAAL,ASWIRL,GRAALASWIRL,0,
0x28a0c119,GRAMAS,COLET,GRAMASCOLET,0,
0x28a0c119,GRAMAS,REG,GRAMASREG,0,
0x28a0c119,GRAMAS,RLY,GRAMASRLY,0,
0x28a0c119,GRAS,EUROS,GRASEUROS,0,
0x28a0c119,GRASS,GROSER,GRASSGROSER,0,
0x28a0c119,GRIPPE,FLANS,GRIPPEFLANS,0,
0x28a0c119,GRIPPE,FLORA,GRIPPEFLORA,0,
0x28a0c119,GRIPPE,SAMEL,GRIPPESAMEL,0,
0x28a0c119,GRIPPY,MELAM,GRIPPYMELAM,0,
0x28a0c119,GYRUS,NENE,GYRUSNENE,0,
0x28a0c119,HABOOB,PRE,HABOOBPRE,0,
0x28a0c119,HADADA,GORSE,HADADAGORSE,0,
0x28a0c119,HADED,DOME,HADEDDOME,0,
0x28a0c119,HADE,HAGGY,HADEHAGGY,0,
0x28a0c119,HADE,HAN,HADEHAN,0,
0x28a0c119,HADE,HOR,HADEHOR,0,
0x28a0c119,HADE,IZTLE,HADEIZTLE,0,
0x28a0c119,HADITH,HOROL,HADITHHOROL,0,
0x28a0c119,HAD,MANI,HADMANI,0,
0x28a0c119,HAD,MORW,HADMORW,0,
0x28a0c119,HAEMIN,REELS,HAEMINREELS,0,
0x28a0c119,HAEM,REHOE,HAEMREHOE,0,
0x28a0c119,HAEMS,LODE,HAEMSLODE,0,
0x28a0c119,HAEMS,LOWMEN,HAEMSLOWMEN,0,
0x28a0c119,HAIREN,DISCS,HAIRENDISCS,0,
0x28a0c119,HAIT,TANDY,HAITTANDY,0,
0x28a0c119,HALAWI,DANIC,HALAWIDANIC,0,
0x28a0c119,HALES,HYMNED,HALESHYMNED,0,
0x28a0c119,HALSE,MANICS,HALSEMANICS,0,
0x28a0c119,HAN,CAREER,HANCAREER,0,
0x28a0c119,HAPAX,GASMAN,HAPAXGASMAN,0,
0x28a0c119,HAPAX,RUBIED,HAPAXRUBIED,0,
0x28a0c119,HAPPED,GULAR,HAPPEDGULAR,0,
0x28a0c119,HAPUKU,LANDE,HAPUKULANDE,0,
0x28a0c119,HARDS,HENISM,HARDSHENISM,0,
0x28a0c119,HAREM,DIWANI,HAREMDIWANI,0,
0x28a0c119,HAREMS,RECON,HAREMSRECON,0,
0x28a0c119,HAREMS,RHO,HAREMSRHO,0,
0x28a0c119,HARMED,AVAHI,HARMEDAVAHI,0,
0x28a0c119,HARMS,MEEHAN,HARMSMEEHAN,0,
0x28a0c119,HARN,BOSEY,HARNBOSEY,0,
0x28a0c119,HARN,IHS,HARNIHS,0,
0x28a0c119,HARPY,GOODER,HARPYGOODER,0,
0x28a0c119,HARR,ALOED,HARRALOED,0,
0x28a0c119,HARRE,ECON,HARREECON,0,
0x28a0c119,HARRE,VAHINI,HARREVAHINI,0,
0x28a0c119,HARRE,WAPP,HARREWAPP,0,
0x28a0c119,HARRE,WELT,HARREWELT,0,
0x28a0c119,HARR,MOI,HARRMOI,0,
0x28a0c119,HARRY,TOIT,HARRYTOIT,0,
0x28a0c119,HAVIER,IRANI,HAVIERIRANI,0,
0x28a0c119,HAVIER,SHAMA,HAVIERSHAMA,0,
0x28a0c119,HEADED,SIC,HEADEDSIC,0,
0x28a0c119,HEADY,CLAP,HEADYCLAP,0,
0x28a0c119,HEAL,TACIT,HEALTACIT,0,
0x28a0c119,HEALTH,THIOL,HEALTHTHIOL,0,
0x28a0c119,HEAL,XIS,HEALXIS,0,
0x28a0c119,HEATS,EXISTS,HEATSEXISTS,0,
0x28a0c119,HECK,WHAUK,HECKWHAUK,0,
0x28a0c119,HECK,WHIMS,HECKWHIMS,0,
0x28a0c119,HEED,DEWED,HEEDDEWED,0,
0x28a0c119,HEEDER,AHWAL,HEEDERAHWAL,0,
0x28a0c119,HEEDER,IDS,HEEDERIDS,0,
0x28a0c119,HEEDER,MARIE,HEEDERMARIE,0,
0x28a0c119,HEEDY,KUGE,HEEDYKUGE,0,
0x28a0c119,HEE,HAPUKU,HEEHAPUKU,0,
0x28a0c119,HEEHAW,ICTIC,HEEHAWICTIC,0,
0x28a0c119,HEEHAW,SALSA,HEEHAWSALSA,0,
0x28a0c119,HEE,KITABI,HEEKITABI,0,
0x28a0c119,HEE,PESAGE,HEEPESAGE,0,
0x28a0c119,HEER,VAI,HEERVAI,0,
0x28a0c119,HEFTS,AWAT,HEFTSAWAT,0,
0x28a0c119,HEFTS,PITCHI,HEFTSPITCHI,0,
0x28a0c119,HEFT,TWATS,HEFTTWATS,0,
0x28a0c119,HEII,WISHA,HEIIWISHA,0,
0x28a0c119,HEIKUM,WAHOO,HEIKUMWAHOO,0,
0x28a0c119,HELAS,WINING,HELASWINING,0,
0x28a0c119,HELGE,VERSTA,HELGEVERSTA,0,
0x28a0c119,HEMAD,SALT,HEMADSALT,0,
0x28a0c119,HEMAL,KHALSA,HEMALKHALSA,0,
0x28a0c119,HEMAL,KILT,HEMALKILT,0,
0x28a0c119,HEMAL,RIPPER,HEMALRIPPER,0,
0x28a0c119,HEMAN,RAVINS,HEMANRAVINS,0,
0x28a0c119,HEMASE,SLASH,HEMASESLASH,0,
0x28a0c119,HEME,ENMEW,HEMEENMEW,0,
0x28a0c119,HEMES,HAVIER,HEMESHAVIER,0,
0x28a0c119,HEME,SID,HEMESID,0,
0x28a0c119,HEMES,ISMDOM,HEMESISMDOM,0,
0x28a0c119,HEMES,MASHES,HEMESMASHES,0,
0x28a0c119,HEMES,MOMS,HEMESMOMS,0,
0x28a0c119,HEM,FEVERS,HEMFEVERS,0,
0x28a0c119,HEMIN,AIVR,HEMINAIVR,0,
0x28a0c119,HEMINA,VIRES,HEMINAVIRES,0,
0x28a0c119,HEMMER,TILER,HEMMERTILER,0,
0x28a0c119,HEMS,EIR,HEMSEIR,0,
0x28a0c119,HENBIT,CUT,HENBITCUT,0,
0x28a0c119,HENCE,ODDISH,HENCEODDISH,0,
0x28a0c119,HEN,COELOM,HENCOELOM,0,
0x28a0c119,HENDLY,GYVES,HENDLYGYVES,0,
0x28a0c119,HEND,SHE,HENDSHE,0,
0x28a0c119,HEND,SMOLT,HENDSMOLT,0,
0x28a0c119,HEN,HAVIOR,HENHAVIOR,0,
0x28a0c119,HEN,POXY,HENPOXY,0,
0x28a0c119,HENS,DUSTY,HENSDUSTY,0,
0x28a0c119,HEN,TCHU,HENTCHU,0,
0x28a0c119,HEPAR,BHABAR,HEPARBHABAR,0,
0x28a0c119,HERE,WIVES,HEREWIVES,0,
0x28a0c119,HERMAE,HEMAN,HERMAEHEMAN,0,
0x28a0c119,HERMAN,REHEM,HERMANREHEM,0,
0x28a0c119,HERNE,DERIDE,HERNEDERIDE,0,
0x28a0c119,HERNE,HAREMS,HERNEHAREMS,0,
0x28a0c119,HERNE,HARR,HERNEHARR,0,
0x28a0c119,HERNE,MAMMAE,HERNEMAMMAE,0,
0x28a0c119,HERNS,ZAREMA,HERNSZAREMA,0,
0x28a0c119,HEROID,DSECT,HEROIDDSECT,0,
0x28a0c119,HEROID,SICES,HEROIDSICES,0,
0x28a0c119,HEROLA,DOD,HEROLADOD,0,
0x28a0c119,HER,SHAD,HERSHAD,0,
0x28a0c119,HER,SHAWMS,HERSHAWMS,0,
0x28a0c119,HERSIR,MEGGY,HERSIRMEGGY,0,
0x28a0c119,HERSIR,MEN,HERSIRMEN,0,
0x28a0c119,HERS,MOLAS,HERSMOLAS,0,
0x28a0c119,HEW,VAIN,HEWVAIN,0,
0x28a0c119,HEY,TORNIT,HEYTORNIT,0,
0x28a0c119,HIA,HARD,HIAHARD,0,
0x28a0c119,HIDES,NINCOM,HIDESNINCOM,0,
0x28a0c119,HIED,SIEVA,HIEDSIEVA,0,
0x28a0c119,HIED,WADER,HIEDWADER,0,
0x28a0c119,HINNER,WIVER,HINNERWIVER,0,
0x28a0c119,HIPPA,HART,HIPPAHART,0,
0x28a0c119,HIPPED,GLEDE,HIPPEDGLEDE,0,
0x28a0c119,HIPPI,AWOL,HIPPIAWOL,0,
0x28a0c119,HIPPI,FAQIRS,HIPPIFAQIRS,0,
0x28a0c119,HIPPI,SEIF,HIPPISEIF,0,
0x28a0c119,HISN,HARDS,HISNHARDS,0,
0x28a0c119,HOC,SEED,HOCSEED,0,
0x28a0c119,HODS,DEVAL,HODSDEVAL,0,
0x28a0c119,HOLES,REELER,HOLESREELER,0,
0x28a0c119,HOLT,LOHAR,HOLTLOHAR,0,
0x28a0c119,HOLW,AREEL,HOLWAREEL,0,
0x28a0c119,HOMIER,SCORN,HOMIERSCORN,0,
0x28a0c119,HOMIER,SCULT,HOMIERSCULT,0,
0x28a0c119,HOM,SCARER,HOMSCARER,0,
0x28a0c119,HOOTS,AIOLIS,HOOTSAIOLIS,0,
0x28a0c119,HORACE,HONDO,HORACEHONDO,0,
0x28a0c119,HORDE,HOND,HORDEHOND,0,
0x28a0c119,HOVERS,CAI,HOVERSCAI,0,
0x28a0c119,HOVERS,DIV,HOVERSDIV,0,
0x28a0c119,HOWDER,DALAN,HOWDERDALAN,0,
0x28a0c119,HOWDER,ELAND,HOWDERELAND,0,
0x28a0c119,HOWL,SEEDS,HOWLSEEDS,0,
0x28a0c119,HOWLS,SNIDER,HOWLSSNIDER,0,
0x28a0c119,HRS,INWIND,HRSINWIND,0,
0x28a0c119,HRS,SEVERS,HRSSEVERS,0,
0x28a0c119,HSIEN,CODERS,HSIENCODERS,0,
0x28a0c119,HUMPS,NOSU,HUMPSNOSU,0,
0x28a0c119,HUP,MAWK,HUPMAWK,0,
0x28a0c119,HUPPAH,LICHT,HUPPAHLICHT,0,
0x28a0c119,HUTIA,EMPTOR,HUTIAEMPTOR,0,
0x28a0c119,HWA,ZAREMA,HWAZAREMA,0,
0x28a0c119,HYLE,HAF,HYLEHAF,0,
0x28a0c119,HYLISM,DANIO,HYLISMDANIO,0,
0x28a0c119,IDE,DDNAME,IDEDDNAME,0,
0x28a0c119,IDEE,CAMAN,IDEECAMAN,0,
0x28a0c119,IDE,INJURY,IDEINJURY,0,
0x28a0c119,IDIOMS,CROME,IDIOMSCROME,0,
0x28a0c119,IDLY,GORAN,IDLYGORAN,0,
0x28a0c119,III,MEMO,IIIMEMO,0,
0x28a0c119,INBYE,CORMEL,INBYECORMEL,0,
0x28a0c119,INC,ANDEVO,INCANDEVO,0,
0x28a0c119,INCOME,MOVED,INCOMEMOVED,0,
0x28a0c119,INCOR,MOVE,INCORMOVE,0,
0x28a0c119,INCORR,LOOBY,INCORRLOOBY,0,
0x28a0c119,INDIV,NADEEM,INDIVNADEEM,0,
0x28a0c119,IQS,SHARER,IQSSHARER,0,
0x28a0c119,IQS,WEIRDS,IQSWEIRDS,0,
0x28a0c119,IRIDAL,ONCES,IRIDALONCES,0,
0x28a0c119,IRIDO,CODERS,IRIDOCODERS,0,
0x28a0c119,IRMA,BOSEY,IRMABOSEY,0,
0x28a0c119,IRMA,IHS,IRMAIHS,0,
0x28a0c119,IRVIN,ADDA,IRVINADDA,0,
0x28a0c119,IRVIN,ETHIOP,IRVINETHIOP,0,
0x28a0c119,JANAPA,GIMEL,JANAPAGIMEL,0,
0x28a0c119,JOYFUL,ORAON,JOYFULORAON,0,
0x28a0c119,KNOCK,CAXIRI,KNOCKCAXIRI,0,
0x28a0c119,KONDO,RUPPIA,KONDORUPPIA,0,
0x28a0c119,KORARI,SPASS,KORARISPASS,0,
0x28a0c119,KOSIMO,DUXES,KOSIMODUXES,0,
0x28a0c119,KURI,PONES,KURIPONES,0,
0x28a0c119,KURMI,SEMMEL,KURMISEMMEL,0,
0x28a0c119,LAIRDS,WISHA,LAIRDSWISHA,0,
0x28a0c119,LAMNA,CONI,LAMNACONI,0,
0x28a0c119,LANDS,HEALTH,LANDSHEALTH,0,
0x28a0c119,LANDS,MIDN,LANDSMIDN,0,
0x28a0c119,LAVED,WINROW,LAVEDWINROW,0,
0x28a0c119,LAVER,DEIFIC,LAVERDEIFIC,0,
0x28a0c119,LAVIC,CHUTES,LAVICCHUTES,0,
0x28a0c119,LAZAR,ALEF,LAZARALEF,0,
0x28a0c119,LAZAR,MEOW,LAZARMEOW,0,
0x28a0c119,LAZE,FILAR,LAZEFILAR,0,
0x28a0c119,LEAVED,VENAL,LEAVEDVENAL,0,
0x28a0c119,LEAVE,MADMEN,LEAVEMADMEN,0,
0x28a0c119,LEAVEN,APPUI,LEAVENAPPUI,0,
0x28a0c119,LEMNAD,WRAWL,LEMNADWRAWL,0,
0x28a0c119,LETHES,LINDO,LETHESLINDO,0,
0x28a0c119,LIENEE,CWO,LIENEECWO,0,
0x28a0c119,LIENEE,HAZER,LIENEEHAZER,0,
0x28a0c119,LIWAN,WIZENS,LIWANWIZENS,0,
0x28a0c119,LOIN,RHAMN,LOINRHAMN,0,
0x28a0c119,LOP,BEYOND,LOPBEYOND,0,
0x28a0c119,LOQ,SIRENE,LOQSIRENE,0,
0x28a0c119,LORES,UNDY,LORESUNDY,0,
0x28a0c119,LOW,CERISE,LOWCERISE,0,
0x28a0c119,LUBES,HINGLE,LUBESHINGLE,0,
0x28a0c119,LYCEES,URO,LYCEESURO,0,
0x28a0c119,MACIES,IMINO,MACIESIMINO,0,
0x28a0c119,MADDED,OLEIN,MADDEDOLEIN,0,
0x28a0c119,MADI,MEALS,MADIMEALS,0,
0x28a0c119,MADI,SLAMS,MADISLAMS,0,
0x28a0c119,MADO,GRASS,MADOGRASS,0,
0x28a0c119,MAHEWU,STYAN,MAHEWUSTYAN,0,
0x28a0c119,MAIRE,DHAMAN,MAIREDHAMAN,0,
0x28a0c119,MAKU,KANJI,MAKUKANJI,0,
0x28a0c119,MALA,MFD,MALAMFD,0,
0x28a0c119,MALAM,FISHES,MALAMFISHES,0,
0x28a0c119,MALAM,JISM,MALAMJISM,0,
0x28a0c119,MALAM,NEWISH,MALAMNEWISH,0,
0x28a0c119,MALAM,WARMAN,MALAMWARMAN,0,
0x28a0c119,MALA,RAZEE,MALARAZEE,0,
0x28a0c119,MALAR,EVEA,MALAREVEA,0,
0x28a0c119,MALAWI,MSS,MALAWIMSS,0,
0x28a0c119,MALAWI,SALTY,MALAWISALTY,0,
0x28a0c119,MALAWI,SAYST,MALAWISAYST,0,
